Region,State,Substation,Type,Voltage Level,Start Date,Actual Date of Completion,latitude,longitude,geocode_status
Northern Region III,Uttar Pradesh,Sahupuri (Chandauli),GIS,400kV,,,27.1303344,80.859666,state_center
Western Region - II,Madhya Pradesh,SAILANA,AIS,220kV,,,23.4559437,74.9273527,success
North Eastern Region,Assam,SALAKATI,AIS,220kV,,,26.4426999,90.3538048,success
Western Region,Gujarat,Salejada,AIS,220kV,,,22.3850051,71.745261,state_center
Southern Region - II,Tamil Nadu,SALEM,AIS,400kV,,,11.6469616,78.2106958,success
Western Region,Goa,Saligao,AIS,220kV,JUL-19,,15.5462074,73.7891386,success
ODISHA,Odisha,Samagara,AIS,220kV,,,20.5431241,84.6897321,state_center
Northern Region,Haryana,Samayapur Palwal,AIS,220kV,,,29.0,76.0,state_center
Northern Region,Haryana,Samayapur,AIS,220kV,,,29.0,76.0,state_center
Northern Region,Jammu & Kashmir,Samba S/S,AIS,220kV,NOV-19,,33.6649297,75.1629584,state_center
Northern Region II,Jammu & Kashmir,SAMBHA,AIS,400kV,,,33.6649297,75.1629584,state_center
Northern Region III,Uttar Pradesh,Sambhal,GIS,400kV,,,28.4271927,78.5564546,success
Northern Region,Haryana,Sampla,AIS,220kV,,,28.8192189,76.7609033,success
Northern Region III,Uttar Pradesh,Sangipur,AIS,220kV,31-Dec-16,,26.0445446,81.6663457,success
Western Region,Gujarat,Sankhari,AIS,220kV,,,23.7809865,72.1603581,success
Western Region,Gujarat,Santej,AIS,220kV,,,23.1060238,72.4759517,success
Western Region,Gujarat,Saria,AIS,220kV,DEC-12,,22.3850051,71.745261,state_center
Western Region - II,Gujarat,Sarigam,AIS,220kV,,,20.2834614,72.8705969,success
Western Region - II,Madhya Pradesh,SARNI,AIS,220kV,,,22.1201139,78.1666291,success
Western Region,Gujarat,Sartanpar,AIS,220kV,,,22.3850051,71.745261,state_center
Eastern Region,Bihar,Sasaram S/S,AIS,765kV,MAR-14,,25.6440845,85.906508,state_center
Eastern Region - 1,Bihar,SASARAM,AIS,765kV,,,24.9509656,84.0148733,success
Western Region - II,Madhya Pradesh,SATNA,AIS,220kV,,,24.6954445,80.7770348,success
Western Region - II,Madhya Pradesh,SATNA,AIS,765kV,,,24.6954445,80.7770348,success
Northern Region III,Uttar Pradesh,Satrikh Road (Lucknow),AIS,220kV,,,27.1303344,80.859666,state_center
Western Region,Gujarat,Savarkundla,AIS,220kV,,,21.3355059,71.3130864,success
Western Region,Gujarat,Savdasna Mauda,AIS,220kV,,,22.3850051,71.745261,state_center
Western Region,Gujarat,Savdasna,AIS,220kV,,,22.3850051,71.745261,state_center
Western Region,Gujarat,Savdasnamuvada,AIS,220kV,,,22.3850051,71.745261,state_center
Northern Region,Rajasthan,Sawai Madhopur,AIS,220kV,NOV-24,10/24,26.1137182,76.4240637,success
Northern Region,Haryana,Sector - 77 GIS Gurgaon S/s,AIS,220kV,,,29.0,76.0,state_center
Northern Region,Haryana,Sector - 85 GIS S/s,AIS,220kV,OCT-19,,29.0,76.0,state_center
Northern Region,Haryana,Sector 56 Gurgaon,AIS,220kV,,,28.4253232,77.0985157,success
Northern Region,Haryana,Sector 72 Gurgaon,AIS,220kV,,,28.4159257,77.0290772,success
Northern Region,Haryana,Sector -86 Faridabad S/s,AIS,220kV,,,29.0,76.0,state_center
Northern Region,Haryana,Sector,AIS,220kV,,,30.7001192,76.8601404,success
Northern Region 1,Haryana,Sector-15-II Gurugram,AIS,220kV,,,28.4614487,77.0460104,success
Northern Region 1,Haryana,Sector-32 Panchkula,AIS,220kV,,,30.6975401,76.8551066,success
Northern Region,Uttar Pradesh,Sector-62 Noida,AIS,220kV,AUG-25,,28.6211447,77.3643493,success
Western Region,Chhattisgarh,Semariya,AIS,220kV,,,21.3103168,81.7319728,success
Western Region - II,Madhya Pradesh,SENDHWA,AIS,220kV,,,21.6926812,75.0978792,success
Western Region - II,Madhya Pradesh,SEONI,AIS,220kV,,,22.2748109,79.7202522,success
Western Region - I,Madhya Pradesh,SEONI,AIS,765kV,,,22.2748109,79.7202522,success
Northern Region,Haryana,Sewah,AIS,400kV,,,29.0,76.0,state_center
Western Region - II,Madhya Pradesh,SHAHDOL,AIS,220kV,,,23.3002343,81.364771,success
Northern Region III,Uttar Pradesh,SHAHJAHANPUR,AIS,400kV,,,27.9128583,79.7476254,success
Western Region - II,Madhya Pradesh,SHAJAPUR,AIS,220kV,,,23.4171001,76.6074794,success
Northern Region,Uttar Pradesh,Shamli S/s,AIS,400kV,DEC-25,,27.1303344,80.859666,state_center
Northern Region,Uttar Pradesh,Shamli T/F-II,AIS,400kV,AUG-24,,27.1303344,80.859666,state_center
Northern Region III,Uttar Pradesh,Shamli,GIS,400kV,16-Jan-19,,29.4811507,77.2901344,success
Western Region,Madhya Pradesh,Shankargarh / Khsipra S/S,AIS,220kV,,,23.8143419,77.5340719,state_center
Western Region,Gujarat,Shapar,AIS,400kV,,,22.1587575,70.7979969,success
Western Region,Gujarat,Shapur,AIS,220kV,,,21.4675648,70.3697081,success
Western Region - II,Madhya Pradesh,SHEOPUR KALAN,AIS,220kV,,,25.6713529,76.7005775,success
Western Region,Maharashtra,Shevgaon/Pathardi,AIS,220kV,MAR-22,,19.2791661,74.9025352,success
Western Region - II,Madhya Pradesh,SHIVPURI,AIS,220kV,,,25.3741215,77.8278866,success
Southern Region - II,Kerala,Shornur,AIS,220kV,,,10.4333232,76.2167311,success
Western Region - II,Madhya Pradesh,SHUJALPUR,AIS,220kV,,,23.3805757,76.7232104,success
Western Region - II,Madhya Pradesh,SHUJALPUR,AIS,400kV,,,23.3805757,76.7232104,success
Western Region - II,Madhya Pradesh,SIDHI,AIS,220kV,,,24.2112687,81.7000415,success
Northern Region 1,Rajasthan,SIKAR,AIS,400kV,,,27.6625058,75.0279905,success
Northern Region 1,Rajasthan,SIKAR-2 TBCB,AIS,400kV,,,26.8105777,73.7684549,state_center
North Eastern Region,Sikkim,Sikkim) Legship Pool,AIS,220kV,,,27.6021259,88.4561608,state_center
North Eastern Region,Assam,Silchar S/S,AIS,400kV,NOV-18,,26.4073841,93.2551303,state_center
North Eastern Region,Assam,SILCHAR,AIS,400kV,,,24.830302,92.7875689,success
Eastern Region - 2,West Bengal,SILIGURI,AIS,220kV,,,26.7164127,88.4309916,success
Western Region,Chhattisgarh,SILTARA,AIS,220kV,,,21.3684469,81.669445,success
Northern Region 1,Uttar Pradesh,SIMBHAVALI,GIS,400kV,,,28.757365,77.9658874,success
Northern Region,Uttar Pradesh,Simbholi S/s,AIS,400kV,,,27.1303344,80.859666,state_center
Southern Region,Karnataka,Sindagi,AIS,220kV,SEP-19,,16.9194778,76.2350305,success
Northern Region,Haryana,Singhani PS,AIS,220kV,,,29.0,76.0,state_center
Western Region - II,Madhya Pradesh,SIRMOUR,AIS,220kV,,,24.7754851,81.4313628,success
Northern Region III,Uttar Pradesh,Sirsira (Raebareli),AIS,400kV,,,27.1303344,80.859666,state_center
Western Region - II,Gujarat,Sisrana,AIS,220kV,,,22.3850051,71.745261,state_center
Eastern Region - 1,Bihar,Sitamarhi,AIS,400kV,,,26.5942841,85.500428,success
Northern Region III,Uttarakhand,SITARGANJ,AIS,220kV,,,28.95915,79.7282695,success
Western Region,Maharashtra,Slinnar T/F,AIS,220kV,MAR-21,,18.9068356,75.6741579,state_center
Western Region,Goa,Soccorro S/S,AIS,220kV,MAR-17,,51.5323423,9.937216,state_center
Northern Region III,Uttar Pradesh,SOHAWAL,AIS,400kV,,,26.7330586,81.9732242,success
Western Region,Gujarat,Soja,AIS,400kV,,,23.3718946,72.5806742,success
Western Region,Maharashtra,Solapur,AIS,400kV,OCT-15,,17.8499067,75.2763203,success
Western Region - I,Maharastra,SOLAPUR,AIS,765kV,,,17.8499067,75.2763203,success
Southern Region - II,Karnataka,Somanahalli,AIS,400kV,,,12.7744351,77.5050345,success
Southern Region,Karnataka,Somannm S/S,AIS,400kV,,,14.5203896,75.7223521,state_center
Southern Region,Karnataka,Somasamudra SS,AIS,220kV,DEC-24,11/24,15.2394087,76.9002247,success
Northern Region 1,Haryana,SONEPAT,AIS,400kV,,,28.99197,77.0342633,success
Western Region,Maharashtra,SOUTH SOLAPUR,AIS,220kV,,,17.6047162,76.0346941,success
Western Region,Maharashtra,SOUTH,AIS,220kV,,,21.1218192,79.0500518,success
Southern Region - I,Andhra Pradesh,SRIKAKULAM,GIS,765kV,,,18.2949307,83.8938844,success
Northern Region 1,Uttarakhand,Srinagar (Garhwal),AIS,220kV,,,30.2238064,78.7879045,success
Northern Region 1,Uttarakhand,Srinagar (Garhwal),AIS,400kV,,,30.2238064,78.7879045,success
Northern Region,Haryana,sub -station Chhajpur,AIS,220kV,,,29.0,76.0,state_center
Northern Region,Haryana,sub -station Palli,AIS,220kV,,,29.0,76.0,state_center
Northern Region,Haryana,sub,AIS,220kV,,,28.4573351,76.9942505,success
Northern Region,Haryana,Sub,AIS,400kV,,,28.4573351,76.9942505,success
Eastern Region - 2,West Bengal,SUBHASHGRAM,AIS,400kV,,,22.416762,88.4347796,success
Western Region,Madhya Pradesh,substation Bisonikala,AIS,220kV,NOV-25,,23.8143419,77.5340719,state_center
Northern Region,Haryana,substation Deepalpur,AIS,220kV,,,29.0,76.0,state_center
Northern Region,Haryana,substation Sector,AIS,220kV,,,30.7001192,76.8601404,success
Northern Region,Haryana,substation Sector,AIS,400kV,,,30.7001192,76.8601404,success
Northern Region,Haryana,substations Sector,AIS,220kV,,,29.0,76.0,state_center
Western Region,Chhattisgarh,SUHELA,AIS,220kV,,,21.615377,81.969554,success
Western Region - II,Madhya Pradesh,SUKHA,AIS,220kV,,,24.0385083,81.3573013,success
Northern Region,Uttar Pradesh,Sultanpur Road s/s,AIS,400kV,,,27.1303344,80.859666,state_center
Northern Region,Himachal Pradesh,Sunda,AIS,220kV,,,31.2311605,77.8647208,success
Western Region,Maharashtra,Supa MIDC/Dhotre T/F,AIS,220kV,MAR-19,,18.9068356,75.6741579,state_center
Northern Region 1,Rajasthan,Suratgarh,AIS,220kV,,,29.3203309,73.9026728,success
Western Region,Gujarat,Suva,GIS,220kV,,,22.1799467,69.2122287,success
Western Region - II,Madhya Pradesh,SUWASRA,AIS,220kV,,,24.0700426,75.6488577,success
Northern Region,Himachal Pradesh,Tahliwal,AIS,220kV,MAR-25,,31.3491982,76.2691449,success
Northern Region,Punjab,Tajpur GSS,AIS,220kV,FEB-25,,30.9293211,75.5004841,state_center
Western Region,Gujarat,Talangpore,AIS,220kV,,,22.3850051,71.745261,state_center
Northern Region,Uttar Pradesh,Tanda TPS,AIS,400kV,,,27.1303344,80.859666,state_center
Western Region - II,Gujarat,Tappar,AIS,220kV,,,23.0204586,69.6620536,success
Northern Region,Himachal Pradesh,Taran tulla,AIS,220kV,,,31.9292352,77.1828462,state_center
ODISHA,Odisha,Tarkera,AIS,220kV,,,20.5431241,84.6897321,state_center
Northern Region 1,Haryana,Tepla,AIS,220kV,,,30.3058297,76.946575,success
Eastern Region - 1,Bihar,Thakurganj,AIS,220kV,,,26.4274675,88.1289535,success
Southern Region - II,Kerala,Thaliparamba,AIS,220kV,,,12.0421885,75.3669363,success
Western Region,Gujarat,Tharad,AIS,220kV,,,24.3897272,71.6292685,success
Western Region,Gujarat,Thavar,AIS,220kV,,,22.3850051,71.745261,state_center
Western Region,Chhattisgarh,THELKADIH,AIS,220kV,,,21.6637359,81.8406351,state_center
ODISHA,Odisha,Therubali,AIS,220kV,,,19.3292664,83.4447584,success
Southern Region,Telangana,Thimmajipet S/S,AIS,220kV,MAR-17,,17.8495919,79.1151663,state_center
Southern Region - II,Tamil Nadu,THIRUNELVELI GIS,GIS,400kV,,,10.9094334,78.3665347,state_center
Southern Region - II,Tamil Nadu,THIRUNELVELI,AIS,400kV,,,10.9094334,78.3665347,state_center
Southern Region - II,Kerala,THIRUVANAN-THAPURAM,AIS,400kV,,,10.3528744,76.5120396,state_center
North Eastern Region,Manipur,THOUBAL,AIS,400kV,,,24.6252503,94.0083522,success
Western Region - II,Madhya Pradesh,TIKAMGARH,AIS,220kV,,,24.8552105,79.0472546,success
Western Region,Maharashtra,Tilawani,AIS,220kV,MAR-25,,18.9068356,75.6741579,state_center
Western Region - I,Maharastra,Tilwani,AIS,220kV,,,16.7128583,74.4086811,success
Western Region,Gujarat,Timbdi,AIS,220kV,,,22.6496747,70.5907119,success
Southern Region - II,Tamil Nadu,TIRUVALEM,GIS,765kV,,,10.9094334,78.3665347,state_center
Southern Region,Andhra Pradesh,Tiruvuru,AIS,220kV,JUL-24,,17.1132968,80.6107396,success
Western Region,Goa,Tivim SS,AIS,220kV,MAR-25,02/25,15.6213808,73.8542286,success
Western Region,Goa,TIVIM,AIS,220kV,,,15.6213808,73.8542286,success
Northern Region,Uttar Pradesh,Trans Ganga city,AIS,220kV,JUL-25,,26.5272518,80.3575358,success
Northern Region,Haryana,Transmission,AIS,220kV,,,29.0,76.0,state_center
Northern Region,Haryana,Transmission,AIS,400kV,,,29.0,76.0,state_center
Southern Region - II,Kerala,TRICHUR,AIS,400kV,,,10.5161402,76.2084616,success
Southern Region - II,Tamil Nadu,TRICHY,AIS,400kV,,,10.8071144,78.6880939,success
Southern Region - II,Kerala,TRISSUR GIS,GIS,400kV,,,10.3528744,76.5120396,state_center
Western Region,Goa,Tuem GIS,AIS,220kV,MAR-19,,51.5323423,9.937216,state_center
Northern Region,Delhi,Tughlakabad,AIS,400kV,NOV-23,,28.5034421,77.2970508,success
Northern Region 1,Delhi,TUGLAKABAD,GIS,400kV,,,28.5089676,77.2652186,success
Southern Region - II,Karnataka,Tumkur (Pavagada),AIS,220kV,,,14.2736163,77.2489569,success
Southern Region - II,Karnataka,Tumkur (Pavagada),AIS,400kV,,,14.2736163,77.2489569,success
Southern Region,Karnataka,Tumkur PS,AIS,400kV,,,14.5203896,75.7223521,state_center
Southern Region,Karnataka,Tumkur,AIS,400kV,,,13.3400771,77.1006208,success
Northern Region III,Uttar Pradesh,Tundla,AIS,220kV,20-Jan-20,,27.2132859,78.2371117,success
Eastern Region,Odisha,Turumunga GSS (,AIS,220kV,,,20.5431241,84.6897321,state_center
Southern Region - II,Tamil Nadu,TUTICORIN PS,AIS,400kV,,,10.9094334,78.3665347,state_center
Western Region - II,Madhya Pradesh,UDAIPURA,AIS,220kV,,,26.2073028,78.2850175,success
Southern Region - I,Andhra Pradesh,Udandpur,AIS,400kV,,,15.9240905,80.1863809,state_center
Southern Region - II,Tamil Nadu,UDUMALPET,AIS,400kV,,,10.5812766,77.2437652,success
Western Region - II,Madhya Pradesh,UJJAIN,AIS,220kV,,,23.1885131,75.7716562,success
Western Region - II,Madhya Pradesh,UJJAIN,AIS,400kV,,,23.1885131,75.7716562,success
Western Region,Gujarat,Ukai Hydro,AIS,220kV,,,21.2482093,73.5893585,success
Western Region,Gujarat,Ukai,AIS,400kV,MAR-23,,21.2373185,73.5772512,success
Western Region,Maharashtra,UMRED,AIS,220kV,,,20.8473369,79.3247598,success
Northern Region,Himachal Pradesh,Uperla Nangal,AIS,220kV,,,31.9292352,77.1828462,state_center
Northern Region,Himachal Pradesh,Uperla Nangal,AIS,400kV,,,31.9292352,77.1828462,state_center
Southern Region,Andhra Pradesh,Uravakonda,AIS,400kV,,,14.9467802,77.2577907,success
Western Region,Chhattisgarh,URLA,AIS,220kV,,,21.3083942,81.6192122,success
Southern Region,Andhra Pradesh,urvakonda-II S/s,AIS,400kV,,,15.9240905,80.1863809,state_center
Western Region - II,Gujarat,Vadavi,AIS,220kV,,,22.3850051,71.745261,state_center
Western Region,Gujarat,Vadavi,AIS,400kV,,,22.3850051,71.745261,state_center
Western Region - II,Gujarat,VADODARA,GIS,765kV,,,22.2973142,73.1942567,success
Western Region,Gujarat,Vagra,AIS,220kV,,,21.8447606,72.8448749,success
Western Region,Gujarat,Vapi,AIS,220kV,,,20.3735482,72.9084376,success
Western Region - II,Gujarat,VAPI,AIS,400kV,,,20.3735482,72.9084376,success
Northern Region III,Uttar Pradesh,VARANASI,GIS,765kV,,,25.3356491,83.0076292,success
Western Region,Gujarat,Varsana,AIS,400kV,,,23.1762662,70.2065206,success
Western Region,Gujarat,Vartej,AIS,220kV,,,21.7397432,72.0644938,success
Western Region,Gujarat,Vav,AIS,400kV,,,24.363947,71.5123139,success
Southern Region,Tamil Nadu,Vellalaviduthi (,AIS,400kV,DEC-24,11/24,10.4671867,79.0303981,success
Western Region,Gujarat,Veloda,AIS,400kV,,,22.3850051,71.745261,state_center
Southern Region - I,Andhra Pradesh,Veltoor TS,AIS,400kV,,,15.9240905,80.1863809,state_center
Southern Region - I,Andhra Pradesh,Veltoor-II,AIS,765kV,,,15.9240905,80.1863809,state_center
Southern Region - I,Andhra Pradesh,VEMAGIRI,GIS,765kV,,,16.9277195,81.7946715,success
Western Region,Goa,Verna GIS,AIS,220kV,MAR-19,,51.5323423,9.937216,state_center
Western Region - II,Madhya Pradesh,VIDISHA,AIS,220kV,,,23.8463004,77.8370209,success
Western Region,Gujarat,Vijapur,AIS,220kV,,,23.5590941,72.7449399,success
Southern Region - I,Andhra Pradesh,VIJAYAWADA,AIS,400kV,,,16.5115306,80.6160469,success
Western Region - II,Madhya Pradesh,VINDHYACHAL PS,AIS,765kV,,,23.8143419,77.5340719,state_center
Western Region,Gujarat,Viramgam,AIS,220kV,,,23.1224522,72.0483946,success
Western Region,Gujarat,Virpore,AIS,220kV,,,22.3850051,71.745261,state_center
Western Region,Gujarat,Virpur,AIS,220kV,,,21.8490419,70.707834,success
Southern Region,Tamil Nadu,Virudhunagar,AIS,765kV,MAR-24,,9.4926289,77.8631831,success
Western Region,Maharashtra,VIRUR,AIS,220kV,,,19.8596465,79.1268504,success
Western Region,Gujarat,Visavadar,AIS,220kV,,,21.3417058,70.7534299,success
Northern Region III,Uttar Pradesh,Vrindavan (Mathura),AIS,220kV,01-Feb-19,,27.5753726,77.6938045,success
Western Region,Gujarat,Vyankatpura,AIS,220kV,,,22.4106423,73.3703783,success
Northern Region II,Jammu & Kashmir,WAGOORA,AIS,400kV,,,33.9898837,74.8666303,success
Western Region,Gujarat,Wagra,AIS,220kV,,,22.3850051,71.745261,state_center
Northern Region,Himachal Pradesh,Wangtoo,AIS,220kV,,,31.5406846,78.0153212,success
Northern Region,Himachal Pradesh,Wangtoo,AIS,400kV,,,31.5406846,78.0153212,success
Western Region,Maharashtra,Wani,AIS,220kV,MAR-20,,20.0574,78.9565,success
Western Region,Gujarat,Wankaner,AIS,220kV,,,22.6153934,70.9495617,success
Northern Region,Jammu & Kashmir,Wanpon S/S,AIS,400kV,JUL-14,,33.6649297,75.1629584,state_center
Western Region - I,Maharastra,WARDHA,AIS,765kV,,,20.8256231,78.6131455,success
Southern Region - I,Telangana,WARRANGAL,AIS,400kV,,,17.8495919,79.1151663,state_center
Western Region,Maharashtra,Washi T/f,AIS,220kV,MAR-22,,18.9068356,75.6741579,state_center
Western Region,Maharashtra,WAtwate T/F,AIS,220kV,MAR-22,,18.9068356,75.6741579,state_center
Eastern Region,West Bengal,West Mednipur PS,AIS,220kV,,,22.9964948,87.6855882,state_center
Western Region,Goa,Xeldem New SS,AIS,400kV,NOV-24,10/24,51.5323423,9.937216,state_center
Western Region,Goa,XELDEM,AIS,220kV,,,15.2452423,74.0905288,success
Northern Region,Uttar Pradesh,Yeida Sec-24 T/F-II,AIS,220kV,,,27.1303344,80.859666,state_center
Southern Region - II,Karnataka,Yelahanka,GIS,220kV,,,13.1006982,77.5963454,success
Southern Region - II,Karnataka,YELAHANKA,GIS,400kV,,,13.1006982,77.5963454,success
Northern Region,Jammu & Kashmir,Yonus Wahipora S/S,AIS,220kV,MAR-17,,33.6649297,75.1629584,state_center
Western Region,Gujarat,Zagadia,AIS,220kV,,,22.3850051,71.745261,state_center
Northern Region,Jammu & Kashmir,Zainkote,AIS,220kV,MAR-08,,33.6649297,75.1629584,state_center
Northern Region,Delhi,Zakhira GIS,AIS,220kV,MAR-20,,28.6328027,77.2197713,state_center
Northern Region,Punjab,Zakhira,GIS,220kV,,,30.9293211,75.5004841,state_center
Western Region,Gujarat,Zalod,AIS,220kV,,,23.1105359,73.4619658,success
Western Region,Gujarat,Zerda through,AIS,400kV,,,22.3850051,71.745261,state_center
Western Region,Gujarat,Zerda,AIS,400kV,,,22.3850051,71.745261,state_center
